medal_type,medal_code,athlete_name,athlete_sex,event,country,discipline,season
Gold,1,ECKHOFF Tiril,X,Mixed Relay 4x6km (W+M),Norway,Biathlon,Winter
Gold,1,ROEISELAND Marte Olsbu,X,Mixed Relay 4x6km (W+M),Norway,Biathlon,Winter
Gold,1,BOE Tarjei,X,Mixed Relay 4x6km (W+M),Norway,Biathlon,Winter
Gold,1,BOE Johannes Thingnes,X,Mixed Relay 4x6km (W+M),Norway,Biathlon,Winter
Silver,2,CHEVALIER-BOUCHET Anais,X,Mixed Relay 4x6km (W+M),France,Biathlon,Winter
Silver,2,FILLON MAILLET Quentin,X,Mixed Relay 4x6km (W+M),France,Biathlon,Winter
Silver,2,JACQUELIN Emilien,X,Mixed Relay 4x6km (W+M),France,Biathlon,Winter
Silver,2,SIMON Julia,X,Mixed Relay 4x6km (W+M),France,Biathlon,Winter
Bronze,3,NIGMATULLINA Uliana,X,Mixed Relay 4x6km (W+M),ROC,Biathlon,Winter
Bronze,3,REZTSOVA Kristina,X,Mixed Relay 4x6km (W+M),ROC,Biathlon,Winter
Bronze,3,LATYPOV Eduard,X,Mixed Relay 4x6km (W+M),ROC,Biathlon,Winter
Bronze,3,LOGINOV Alexander,X,Mixed Relay 4x6km (W+M),ROC,Biathlon,Winter
Gold,1,JOHAUG Therese,W,Women's 7.5km + 7.5km Skiathlon,Norway,Cross-Country Skiing,Winter
Silver,2,NEPRYAEVA Natalia,W,Women's 7.5km + 7.5km Skiathlon,ROC,Cross-Country Skiing,Winter
Bronze,3,STADLOBER Teresa,W,Women's 7.5km + 7.5km Skiathlon,Austria,Cross-Country Skiing,Winter
Gold,1,WALLBERG Walter,M,Men's Moguls,Sweden,Freestyle Skiing,Winter
Silver,2,KINGSBURY Mikael,M,Men's Moguls,Canada,Freestyle Skiing,Winter
Bronze,3,HORISHIMA Ikuma,M,Men's Moguls,Japan,Freestyle Skiing,Winter
Gold,1,WU Dajing,X,Mixed Team Relay,People's Republic of China,Short Track Speed Skating,Winter
Gold,1,REN Ziwei,X,Mixed Team Relay,People's Republic of China,Short Track Speed Skating,Winter
Gold,1,ZHANG Yuting,X,Mixed Team Relay,People's Republic of China,Short Track Speed Skating,Winter
Gold,1,QU Chunyu,X,Mixed Team Relay,People's Republic of China,Short Track Speed Skating,Winter
Gold,1,FAN Kexin,X,Mixed Team Relay,People's Republic of China,Short Track Speed Skating,Winter
Silver,2,VALCEPINA Martina,X,Mixed Team Relay,Italy,Short Track Speed Skating,Winter
Silver,2,FONTANA Arianna,X,Mixed Team Relay,Italy,Short Track Speed Skating,Winter
Silver,2,VALCEPINA Arianna,X,Mixed Team Relay,Italy,Short Track Speed Skating,Winter
Silver,2,CASSINELLI Andrea,X,Mixed Team Relay,Italy,Short Track Speed Skating,Winter
Silver,2,CONFORTOLA Yuri,X,Mixed Team Relay,Italy,Short Track Speed Skating,Winter
Silver,2,SIGHEL Pietro,X,Mixed Team Relay,Italy,Short Track Speed Skating,Winter
Bronze,3,JASZAPATI Petra,X,Mixed Team Relay,Hungary,Short Track Speed Skating,Winter
Bronze,3,KONYA Zsofia,X,Mixed Team Relay,Hungary,Short Track Speed Skating,Winter
Bronze,3,KRUEGER John-Henry,X,Mixed Team Relay,Hungary,Short Track Speed Skating,Winter
Bronze,3,LIU Shaoang,X,Mixed Team Relay,Hungary,Short Track Speed Skating,Winter
Bronze,3,LIU Shaolin Sandor,X,Mixed Team Relay,Hungary,Short Track Speed Skating,Winter
Gold,1,BOGATAJ Ursa,W,Women's Normal Hill Individual,Slovenia,Ski Jumping,Winter
Silver,2,ALTHAUS Katharina,W,Women's Normal Hill Individual,Germany,Ski Jumping,Winter
Bronze,3,KRIZNAR Nika,W,Women's Normal Hill Individual,Slovenia,Ski Jumping,Winter
Gold,1,SCHOUTEN Irene,W,Women's 3000m,Netherlands,Speed Skating,Winter
Silver,2,LOLLOBRIGIDA Francesca,W,Women's 3000m,Italy,Speed Skating,Winter
Bronze,3,WEIDEMANN Isabelle,W,Women's 3000m,Canada,Speed Skating,Winter
Gold,1,BOLSHUNOV Alexander,M,Men's 15km + 15km Skiathlon,ROC,Cross-Country Skiing,Winter
Silver,2,SPITSOV Denis,M,Men's 15km + 15km Skiathlon,ROC,Cross-Country Skiing,Winter
Bronze,3,NISKANEN Iivo,M,Men's 15km + 15km Skiathlon,Finland,Cross-Country Skiing,Winter
Gold,1,ANTHONY Jakara,W,Women's Moguls,Australia,Freestyle Skiing,Winter
Silver,2,KAUF Jaelin,W,Women's Moguls,United States of America,Freestyle Skiing,Winter
Bronze,3,SMIRNOVA Anastasiia,W,Women's Moguls,ROC,Freestyle Skiing,Winter
Gold,1,LUDWIG Johannes,M,Men's Singles,Germany,Luge,Winter
Silver,2,KINDL Wolfgang,M,Men's Singles,Austria,Luge,Winter
Bronze,3,FISCHNALLER Dominik,M,Men's Singles,Italy,Luge,Winter
Gold,1,KOBAYASHI Ryoyu,M,Men's Normal Hill Individual,Japan,Ski Jumping,Winter
Silver,2,FETTNER Manuel,M,Men's Normal Hill Individual,Austria,Ski Jumping,Winter
Bronze,3,KUBACKI Dawid,M,Men's Normal Hill Individual,Poland,Ski Jumping,Winter
Gold,1,SADOWSKI SYNNOTT Zoi,W,Women's Snowboard Slopestyle,New Zealand,Snowboard,Winter
Silver,2,MARINO Julia,W,Women's Snowboard Slopestyle,United States of America,Snowboard,Winter
Bronze,3,COADY Tess,W,Women's Snowboard Slopestyle,Australia,Snowboard,Winter
Gold,1,van der POEL Nils,M,Men's 5000m,Sweden,Speed Skating,Winter
Silver,2,ROEST Patrick,M,Men's 5000m,Netherlands,Speed Skating,Winter
Bronze,3,ENGEBRAATEN Hallgeir,M,Men's 5000m,Norway,Speed Skating,Winter
Gold,1,FEUZ Beat,M,Men's Downhill,Switzerland,Alpine Skiing,Winter
Silver,2,CLAREY Johan,M,Men's Downhill,France,Alpine Skiing,Winter
Bronze,3,MAYER Matthias,M,Men's Downhill,Austria,Alpine Skiing,Winter
Gold,1,HECTOR Sara,W,Women's Giant Slalom,Sweden,Alpine Skiing,Winter
Silver,2,BRIGNONE Federica,W,Women's Giant Slalom,Italy,Alpine Skiing,Winter
Bronze,3,GUT-BEHRAMI Lara,W,Women's Giant Slalom,Switzerland,Alpine Skiing,Winter
Gold,1,HERRMANN Denise,W,Women's 15km Individual,Germany,Biathlon,Winter
Silver,2,CHEVALIER-BOUCHET Anais,W,Women's 15km Individual,France,Biathlon,Winter
Bronze,3,ROEISELAND Marte Olsbu,W,Women's 15km Individual,Norway,Biathlon,Winter
Gold,1,MISHINA Anastasia,X,Team Event,ROC,Figure Skating,Winter
Gold,1,GALLIAMOV Aleksandr,X,Team Event,ROC,Figure Skating,Winter
Gold,1,KONDRATIUK Mark,X,Team Event,ROC,Figure Skating,Winter
Gold,1,VALIEVA Kamila,X,Team Event,ROC,Figure Skating,Winter
Gold,1,SINITSINA Victoria,X,Team Event,ROC,Figure Skating,Winter
Gold,1,KATSALAPOV Nikita,X,Team Event,ROC,Figure Skating,Winter
Silver,2,KNIERIM Alexa,X,Team Event,United States of America,Figure Skating,Winter
Silver,2,FRAZIER Brandon,X,Team Event,United States of America,Figure Skating,Winter
Silver,2,BATES Evan,X,Team Event,United States of America,Figure Skating,Winter
Silver,2,CHEN Karen,X,Team Event,United States of America,Figure Skating,Winter
Silver,2,HUBBELL Madison,X,Team Event,United States of America,Figure Skating,Winter
Silver,2,CHEN Nathan,X,Team Event,United States of America,Figure Skating,Winter
Silver,2,ZHOU Vincent,X,Team Event,United States of America,Figure Skating,Winter
Silver,2,DONOHUE Zachary,X,Team Event,United States of America,Figure Skating,Winter
Silver,2,CHOCK Madison,X,Team Event,United States of America,Figure Skating,Winter
Bronze,3,KAGIYAMA Yuma,X,Team Event,Japan,Figure Skating,Winter
Bronze,3,HIGUCHI Wakaba,X,Team Event,Japan,Figure Skating,Winter
Bronze,3,KOMATSUBARA Misato,X,Team Event,Japan,Figure Skating,Winter
Bronze,3,KOLETO Tim,X,Team Event,Japan,Figure Skating,Winter
Bronze,3,MIURA Riku,X,Team Event,Japan,Figure Skating,Winter
Bronze,3,KIHARA Ryuichi,X,Team Event,Japan,Figure Skating,Winter
Bronze,3,UNO Shoma,X,Team Event,Japan,Figure Skating,Winter
Bronze,3,SAKAMOTO Kaori,X,Team Event,Japan,Figure Skating,Winter
Gold,1,REN Ziwei,M,Men's 1000m,People's Republic of China,Short Track Speed Skating,Winter
Silver,2,LI Wenlong,M,Men's 1000m,People's Republic of China,Short Track Speed Skating,Winter
Bronze,3,LIU Shaoang,M,Men's 1000m,Hungary,Short Track Speed Skating,Winter
Gold,1,FONTANA Arianna,W,Women's 500m,Italy,Short Track Speed Skating,Winter
Silver,2,SCHULTING Suzanne,W,Women's 500m,Netherlands,Short Track Speed Skating,Winter
Bronze,3,BOUTIN Kim,W,Women's 500m,Canada,Short Track Speed Skating,Winter
Gold,1,BOGATAJ Ursa,X,Mixed Team,Slovenia,Ski Jumping,Winter
Gold,1,PREVC Peter,X,Mixed Team,Slovenia,Ski Jumping,Winter
Gold,1,ZAJC Timi,X,Mixed Team,Slovenia,Ski Jumping,Winter
Gold,1,KRIZNAR Nika,X,Mixed Team,Slovenia,Ski Jumping,Winter
Silver,2,KLIMOV Evgeniy,X,Mixed Team,ROC,Ski Jumping,Winter
Silver,2,SADREEV Danil,X,Mixed Team,ROC,Ski Jumping,Winter
Silver,2,AVVAKUMOVA Irina,X,Mixed Team,ROC,Ski Jumping,Winter
Silver,2,MAKHINIA Irma,X,Mixed Team,ROC,Ski Jumping,Winter
Bronze,3,BOYD-CLOWES Mackenzie,X,Mixed Team,Canada,Ski Jumping,Winter
Bronze,3,SOUKUP Matthew,X,Mixed Team,Canada,Ski Jumping,Winter
Bronze,3,STRATE Abigail,X,Mixed Team,Canada,Ski Jumping,Winter
Bronze,3,LOUTITT Alexandria,X,Mixed Team,Canada,Ski Jumping,Winter
Gold,1,PARROT Max,M,Men's Snowboard Slopestyle,Canada,Snowboard,Winter
Silver,2,SU Yiming,M,Men's Snowboard Slopestyle,People's Republic of China,Snowboard,Winter
Bronze,3,McMORRIS Mark,M,Men's Snowboard Slopestyle,Canada,Snowboard,Winter
Gold,1,WUST Ireen,W,Women's 1500m,Netherlands,Speed Skating,Winter
Silver,2,TAKAGI Miho,W,Women's 1500m,Japan,Speed Skating,Winter
Bronze,3,de JONG Antoinette,W,Women's 1500m,Netherlands,Speed Skating,Winter
Gold,1,MAYER Matthias,M,Men's Super-G,Austria,Alpine Skiing,Winter
Silver,2,COCHRAN-SIEGLE Ryan,M,Men's Super-G,United States of America,Alpine Skiing,Winter
Bronze,3,KILDE Aleksander Aamodt,M,Men's Super-G,Norway,Alpine Skiing,Winter
Gold,1,FILLON MAILLET Quentin,M,Men's 20km Individual,France,Biathlon,Winter
Silver,2,SMOLSKI Anton,M,Men's 20km Individual,Belarus,Biathlon,Winter
Bronze,3,BOE Johannes Thingnes,M,Men's 20km Individual,Norway,Biathlon,Winter
Gold,1,KLAEBO Johannes Hoesflot,M,Men's Sprint Free,Norway,Cross-Country Skiing,Winter
Silver,2,PELLEGRINO Federico,M,Men's Sprint Free,Italy,Cross-Country Skiing,Winter
Bronze,3,TERENTEV Alexander,M,Men's Sprint Free,ROC,Cross-Country Skiing,Winter
Gold,1,SUNDLING Jonna,W,Women's Sprint Free,Sweden,Cross-Country Skiing,Winter
Silver,2,DAHLQVIST Maja,W,Women's Sprint Free,Sweden,Cross-Country Skiing,Winter
Bronze,3,DIGGINS Jessie,W,Women's Sprint Free,United States of America,Cross-Country Skiing,Winter
Gold,1,MOSANER Amos,X,Mixed Doubles,Italy,Curling,Winter
Gold,1,CONSTANTINI Stefania,X,Mixed Doubles,Italy,Curling,Winter
Silver,2,SKASLIEN Kristin,X,Mixed Doubles,Norway,Curling,Winter
Silver,2,NEDREGOTTEN Magnus,X,Mixed Doubles,Norway,Curling,Winter
Bronze,3,ERIKSSON Oskar,X,Mixed Doubles,Sweden,Curling,Winter
Bronze,3,DE VAL Almida,X,Mixed Doubles,Sweden,Curling,Winter
Gold,1,GU Ailing Eileen,W,Women's Freeski Big Air,People's Republic of China,Freestyle Skiing,Winter
Silver,2,LEDEUX Tess,W,Women's Freeski Big Air,France,Freestyle Skiing,Winter
Bronze,3,GREMAUD Mathilde,W,Women's Freeski Big Air,Switzerland,Freestyle Skiing,Winter
Gold,1,GEISENBERGER Natalie,W,Women's Singles,Germany,Luge,Winter
Silver,2,BERREITER Anna,W,Women's Singles,Germany,Luge,Winter
Bronze,3,IVANOVA Tatyana,W,Women's Singles,ROC,Luge,Winter
Gold,1,KARL Benjamin,M,Men's Parallel Giant Slalom,Austria,Snowboard,Winter
Silver,2,MASTNAK Tim,M,Men's Parallel Giant Slalom,Slovenia,Snowboard,Winter
Bronze,3,WILD Victor,M,Men's Parallel Giant Slalom,ROC,Snowboard,Winter
Gold,1,LEDECKA Ester,W,Women's Parallel Giant Slalom,Czech Republic,Snowboard,Winter
Silver,2,ULBING Daniela,W,Women's Parallel Giant Slalom,Austria,Snowboard,Winter
Bronze,3,KOTNIK Gloria,W,Women's Parallel Giant Slalom,Slovenia,Snowboard,Winter
Gold,1,NUIS Kjeld,M,Men's 1500m,Netherlands,Speed Skating,Winter
Silver,2,KROL Thomas,M,Men's 1500m,Netherlands,Speed Skating,Winter
Bronze,3,KIM Minseok,M,Men's 1500m,Republic of Korea,Speed Skating,Winter
Gold,1,VLHOVA Petra,W,Women's Slalom,Slovakia,Alpine Skiing,Winter
Silver,2,LIENSBERGER Katharina,W,Women's Slalom,Austria,Alpine Skiing,Winter
Bronze,3,HOLDENER Wendy,W,Women's Slalom,Switzerland,Alpine Skiing,Winter
Gold,1,RUUD Birk,M,Men's Freeski Big Air,Norway,Freestyle Skiing,Winter
Silver,2,STEVENSON Colby,M,Men's Freeski Big Air,United States of America,Freestyle Skiing,Winter
Bronze,3,HARLAUT Henrik,M,Men's Freeski Big Air,Sweden,Freestyle Skiing,Winter
Gold,1,WENDL Tobias,O,Doubles,Germany,Luge,Winter
Gold,1,ARLT Tobias,O,Doubles,Germany,Luge,Winter
Silver,2,BENECKEN Sascha,O,Doubles,Germany,Luge,Winter
Silver,2,EGGERT Toni,O,Doubles,Germany,Luge,Winter
Bronze,3,STEU Thomas,O,Doubles,Austria,Luge,Winter
Bronze,3,KOLLER Lorenz,O,Doubles,Austria,Luge,Winter
Gold,1,GEIGER Vinzenz,M,Individual Gundersen Normal Hill/10km,Germany,Nordic Combined,Winter
Silver,2,GRAABAK Joergen,M,Individual Gundersen Normal Hill/10km,Norway,Nordic Combined,Winter
Bronze,3,GREIDERER Lukas,M,Individual Gundersen Normal Hill/10km,Austria,Nordic Combined,Winter
Gold,1,HWANG Daeheon,M,Men's 1500m,Republic of Korea,Short Track Speed Skating,Winter
Silver,2,DUBOIS Steven,M,Men's 1500m,Canada,Short Track Speed Skating,Winter
Bronze,3,ELISTRATOV Semen,M,Men's 1500m,ROC,Short Track Speed Skating,Winter
Gold,1,JACOBELLIS Lindsey,W,Women's Snowboard Cross,United States of America,Snowboard,Winter
Silver,2,TRESPEUCH Chloe,W,Women's Snowboard Cross,France,Snowboard,Winter
Bronze,3,ODINE Meryeta,W,Women's Snowboard Cross,Canada,Snowboard,Winter
Gold,1,STROLZ Johannes,M,Men's Alpine Combined,Austria,Alpine Skiing,Winter
Silver,2,KILDE Aleksander Aamodt,M,Men's Alpine Combined,Norway,Alpine Skiing,Winter
Bronze,3,CRAWFORD James,M,Men's Alpine Combined,Canada,Alpine Skiing,Winter
Gold,1,JOHAUG Therese,W,Women's 10km Classic,Norway,Cross-Country Skiing,Winter
Silver,2,NISKANEN Kerttu,W,Women's 10km Classic,Finland,Cross-Country Skiing,Winter
Bronze,3,PARMAKOSKI Krista,W,Women's 10km Classic,Finland,Cross-Country Skiing,Winter
Gold,1,CHEN Nathan,M,Men Single Skating,United States of America,Figure Skating,Winter
Silver,2,KAGIYAMA Yuma,M,Men Single Skating,Japan,Figure Skating,Winter
Bronze,3,UNO Shoma,M,Men Single Skating,Japan,Figure Skating,Winter
Gold,1,CALDWELL Ashley,X,Mixed Team Aerials,United States of America,Freestyle Skiing,Winter
Gold,1,LILLIS Christopher,X,Mixed Team Aerials,United States of America,Freestyle Skiing,Winter
Gold,1,SCHOENEFELD Justin,X,Mixed Team Aerials,United States of America,Freestyle Skiing,Winter
Silver,2,JIA Zongyang,X,Mixed Team Aerials,People's Republic of China,Freestyle Skiing,Winter
Silver,2,QI Guangpu,X,Mixed Team Aerials,People's Republic of China,Freestyle Skiing,Winter
Silver,2,XU Mengtao,X,Mixed Team Aerials,People's Republic of China,Freestyle Skiing,Winter
Bronze,3,THENAULT Marion,X,Mixed Team Aerials,Canada,Freestyle Skiing,Winter
Bronze,3,FONTAINE Miha,X,Mixed Team Aerials,Canada,Freestyle Skiing,Winter
Bronze,3,IRVING Lewis,X,Mixed Team Aerials,Canada,Freestyle Skiing,Winter
Gold,1,GEISENBERGER Natalie,X,Team Relay,Germany,Luge,Winter
Gold,1,WENDL Tobias,X,Team Relay,Germany,Luge,Winter
Gold,1,LUDWIG Johannes,X,Team Relay,Germany,Luge,Winter
Gold,1,ARLT Tobias,X,Team Relay,Germany,Luge,Winter
Silver,2,STEU Thomas,X,Team Relay,Austria,Luge,Winter
Silver,2,KOLLER Lorenz,X,Team Relay,Austria,Luge,Winter
Silver,2,KINDL Wolfgang,X,Team Relay,Austria,Luge,Winter
Silver,2,EGLE Madeleine,X,Team Relay,Austria,Luge,Winter
Bronze,3,TIRUMA Eliza,X,Team Relay,Latvia,Luge,Winter
Bronze,3,APARJODS Kristers,X,Team Relay,Latvia,Luge,Winter
Bronze,3,BOTS Martins,X,Team Relay,Latvia,Luge,Winter
Bronze,3,PLUME Roberts,X,Team Relay,Latvia,Luge,Winter
Gold,1,HAEMMERLE Alessandro,M,Men's Snowboard Cross,Austria,Snowboard,Winter
Silver,2,GRONDIN Eliot,M,Men's Snowboard Cross,Canada,Snowboard,Winter
Bronze,3,VISINTIN Omar,M,Men's Snowboard Cross,Italy,Snowboard,Winter
Gold,1,KIM Chloe,W,Women's Snowboard Halfpipe,United States of America,Snowboard,Winter
Silver,2,CASTELLET Queralt,W,Women's Snowboard Halfpipe,Spain,Snowboard,Winter
Bronze,3,TOMITA Sena,W,Women's Snowboard Halfpipe,Japan,Snowboard,Winter
Gold,1,SCHOUTEN Irene,W,Women's 5000m,Netherlands,Speed Skating,Winter
Silver,2,WEIDEMANN Isabelle,W,Women's 5000m,Canada,Speed Skating,Winter
Bronze,3,SABLIKOVA Martina,W,Women's 5000m,Czech Republic,Speed Skating,Winter
Gold,1,GUT-BEHRAMI Lara,W,Women's Super-G,Switzerland,Alpine Skiing,Winter
Silver,2,PUCHNER Mirjam,W,Women's Super-G,Austria,Alpine Skiing,Winter
Bronze,3,GISIN Michelle,W,Women's Super-G,Switzerland,Alpine Skiing,Winter
Gold,1,ROEISELAND Marte Olsbu,W,Women's 7.5km Sprint,Norway,Biathlon,Winter
Silver,2,OEBERG Elvira,W,Women's 7.5km Sprint,Sweden,Biathlon,Winter
Bronze,3,WIERER Dorothea,W,Women's 7.5km Sprint,Italy,Biathlon,Winter
Gold,1,NISKANEN Iivo,M,Men's 15km Classic,Finland,Cross-Country Skiing,Winter
Silver,2,BOLSHUNOV Alexander,M,Men's 15km Classic,ROC,Cross-Country Skiing,Winter
Bronze,3,KLAEBO Johannes Hoesflot,M,Men's 15km Classic,Norway,Cross-Country Skiing,Winter
Gold,1,SCHULTING Suzanne,W,Women's 1000m,Netherlands,Short Track Speed Skating,Winter
Silver,2,CHOI Minjeong,W,Women's 1000m,Republic of Korea,Short Track Speed Skating,Winter
Bronze,3,DESMET Hanne,W,Women's 1000m,Belgium,Short Track Speed Skating,Winter
Gold,1,GROTHEER Christopher,M,Men,Germany,Skeleton,Winter
Silver,2,JUNGK Axel,M,Men,Germany,Skeleton,Winter
Bronze,3,YAN Wengang,M,Men,People's Republic of China,Skeleton,Winter
Gold,1,HIRANO Ayumu,M,Men's Snowboard Halfpipe,Japan,Snowboard,Winter
Silver,2,JAMES Scotty,M,Men's Snowboard Halfpipe,Australia,Snowboard,Winter
Bronze,3,SCHERRER Jan,M,Men's Snowboard Halfpipe,Switzerland,Snowboard,Winter
Gold,1,van der POEL Nils,M,Men's 10000m,Sweden,Speed Skating,Winter
Silver,2,ROEST Patrick,M,Men's 10000m,Netherlands,Speed Skating,Winter
Bronze,3,GHIOTTO Davide,M,Men's 10000m,Italy,Speed Skating,Winter
Gold,1,BOE Johannes Thingnes,M,Men's 10km Sprint,Norway,Biathlon,Winter
Silver,2,FILLON MAILLET Quentin,M,Men's 10km Sprint,France,Biathlon,Winter
Bronze,3,BOE Tarjei,M,Men's 10km Sprint,Norway,Biathlon,Winter
Gold,1,NEPRYAEVA Natalia,W,Women's 4 x 5km Relay,ROC,Cross-Country Skiing,Winter
Gold,1,SORINA Tatiana,W,Women's 4 x 5km Relay,ROC,Cross-Country Skiing,Winter
Gold,1,STEPANOVA Veronika,W,Women's 4 x 5km Relay,ROC,Cross-Country Skiing,Winter
Gold,1,STUPAK Yulia,W,Women's 4 x 5km Relay,ROC,Cross-Country Skiing,Winter
Silver,2,HENNIG Katharina,W,Women's 4 x 5km Relay,Germany,Cross-Country Skiing,Winter
Silver,2,KREHL Sofie,W,Women's 4 x 5km Relay,Germany,Cross-Country Skiing,Winter
Silver,2,CARL Victoria,W,Women's 4 x 5km Relay,Germany,Cross-Country Skiing,Winter
Silver,2,SAUERBREY Katherine,W,Women's 4 x 5km Relay,Germany,Cross-Country Skiing,Winter
Bronze,3,ANDERSSON Ebba,W,Women's 4 x 5km Relay,Sweden,Cross-Country Skiing,Winter
Bronze,3,DAHLQVIST Maja,W,Women's 4 x 5km Relay,Sweden,Cross-Country Skiing,Winter
Bronze,3,KARLSSON Frida,W,Women's 4 x 5km Relay,Sweden,Cross-Country Skiing,Winter
Bronze,3,SUNDLING Jonna,W,Women's 4 x 5km Relay,Sweden,Cross-Country Skiing,Winter
Gold,1,NEISE Hannah,W,Women,Germany,Skeleton,Winter
Silver,2,NARRACOTT Jaclyn,W,Women,Australia,Skeleton,Winter
Bronze,3,BOS Kimberley,W,Women,Netherlands,Skeleton,Winter
Gold,1,LINDVIK Marius,M,Men's Large Hill Individual,Norway,Ski Jumping,Winter
Silver,2,KOBAYASHI Ryoyu,M,Men's Large Hill Individual,Japan,Ski Jumping,Winter
Bronze,3,GEIGER Karl,M,Men's Large Hill Individual,Germany,Ski Jumping,Winter
Gold,1,JACOBELLIS Lindsey,X,Mixed Team Snowboard Cross,United States of America,Snowboard,Winter
Gold,1,BAUMGARTNER Nick,X,Mixed Team Snowboard Cross,United States of America,Snowboard,Winter
Silver,2,VISINTIN Omar,X,Mixed Team Snowboard Cross,Italy,Snowboard,Winter
Silver,2,MOIOLI Michela,X,Mixed Team Snowboard Cross,Italy,Snowboard,Winter
Bronze,3,GRONDIN Eliot,X,Mixed Team Snowboard Cross,Canada,Snowboard,Winter
Bronze,3,ODINE Meryeta,X,Mixed Team Snowboard Cross,Canada,Snowboard,Winter
Gold,1,GAO Tingyu,M,Men's 500m,People's Republic of China,Speed Skating,Winter
Silver,2,CHA Min Kyu,M,Men's 500m,Republic of Korea,Speed Skating,Winter
Bronze,3,MORISHIGE Wataru,M,Men's 500m,Japan,Speed Skating,Winter
Gold,1,ODERMATT Marco,M,Men's Giant Slalom,Switzerland,Alpine Skiing,Winter
Silver,2,KRANJEC Zan,M,Men's Giant Slalom,Slovenia,Alpine Skiing,Winter
Bronze,3,FAIVRE Mathieu,M,Men's Giant Slalom,France,Alpine Skiing,Winter
Gold,1,FILLON MAILLET Quentin,M,Men's 12.5km Pursuit,France,Biathlon,Winter
Silver,2,BOE Tarjei,M,Men's 12.5km Pursuit,Norway,Biathlon,Winter
Bronze,3,LATYPOV Eduard,M,Men's 12.5km Pursuit,ROC,Biathlon,Winter
Gold,1,ROEISELAND Marte Olsbu,W,Women's 10km Pursuit,Norway,Biathlon,Winter
Silver,2,OEBERG Elvira,W,Women's 10km Pursuit,Sweden,Biathlon,Winter
Bronze,3,ECKHOFF Tiril,W,Women's 10km Pursuit,Norway,Biathlon,Winter
Gold,1,SPITSOV Denis,M,Men's 4 x 10km Relay,ROC,Cross-Country Skiing,Winter
Gold,1,BOLSHUNOV Alexander,M,Men's 4 x 10km Relay,ROC,Cross-Country Skiing,Winter
Gold,1,USTIUGOV Sergey,M,Men's 4 x 10km Relay,ROC,Cross-Country Skiing,Winter
Gold,1,CHERVOTKIN Alexey,M,Men's 4 x 10km Relay,ROC,Cross-Country Skiing,Winter
Silver,2,KLAEBO Johannes Hoesflot,M,Men's 4 x 10km Relay,Norway,Cross-Country Skiing,Winter
Silver,2,IVERSEN Emil,M,Men's 4 x 10km Relay,Norway,Cross-Country Skiing,Winter
Silver,2,GOLBERG Paal,M,Men's 4 x 10km Relay,Norway,Cross-Country Skiing,Winter
Silver,2,HOLUND Hans Christer,M,Men's 4 x 10km Relay,Norway,Cross-Country Skiing,Winter
Bronze,3,JOUVE Richard,M,Men's 4 x 10km Relay,France,Cross-Country Skiing,Winter
Bronze,3,LAPALUS Hugo,M,Men's 4 x 10km Relay,France,Cross-Country Skiing,Winter
Bronze,3,MANIFICAT Maurice,M,Men's 4 x 10km Relay,France,Cross-Country Skiing,Winter
Bronze,3,PARISSE Clement,M,Men's 4 x 10km Relay,France,Cross-Country Skiing,Winter
Gold,1,LIU Shaoang,M,Men's 500m,Hungary,Short Track Speed Skating,Winter
Silver,2,IVLIEV Konstantin,M,Men's 500m,ROC,Short Track Speed Skating,Winter
Bronze,3,DUBOIS Steven,M,Men's 500m,Canada,Short Track Speed Skating,Winter
Gold,1,POUTSMA Selma,W,Women's 3000m Relay,Netherlands,Short Track Speed Skating,Winter
Gold,1,SCHULTING Suzanne,W,Women's 3000m Relay,Netherlands,Short Track Speed Skating,Winter
Gold,1,VELZEBOER Xandra,W,Women's 3000m Relay,Netherlands,Short Track Speed Skating,Winter
Gold,1,van KERKHOF Yara,W,Women's 3000m Relay,Netherlands,Short Track Speed Skating,Winter
Silver,2,CHOI Minjeong,W,Women's 3000m Relay,Republic of Korea,Short Track Speed Skating,Winter
Silver,2,LEE Yubin,W,Women's 3000m Relay,Republic of Korea,Short Track Speed Skating,Winter
Silver,2,KIM A Lang,W,Women's 3000m Relay,Republic of Korea,Short Track Speed Skating,Winter
Silver,2,SEO Whimin,W,Women's 3000m Relay,Republic of Korea,Short Track Speed Skating,Winter
Bronze,3,FAN Kexin,W,Women's 3000m Relay,People's Republic of China,Short Track Speed Skating,Winter
Bronze,3,QU Chunyu,W,Women's 3000m Relay,People's Republic of China,Short Track Speed Skating,Winter
Bronze,3,HAN Yutong,W,Women's 3000m Relay,People's Republic of China,Short Track Speed Skating,Winter
Bronze,3,ZHANG Chutong,W,Women's 3000m Relay,People's Republic of China,Short Track Speed Skating,Winter
Bronze,3,ZHANG Yuting,W,Women's 3000m Relay,People's Republic of China,Short Track Speed Skating,Winter
Gold,1,JACKSON Erin,W,Women's 500m,United States of America,Speed Skating,Winter
Silver,2,TAKAGI Miho,W,Women's 500m,Japan,Speed Skating,Winter
Bronze,3,GOLIKOVA Angelina,W,Women's 500m,ROC,Speed Skating,Winter
Gold,1,HUMPHRIES Kaillie,W,Women's Monobob,United States of America,Bobsleigh,Winter
Silver,2,MEYERS TAYLOR Elana,W,Women's Monobob,United States of America,Bobsleigh,Winter
Bronze,3,de BRUIN Christine,W,Women's Monobob,Canada,Bobsleigh,Winter
Gold,1,PAPADAKIS Gabriella,X,Ice Dance,France,Figure Skating,Winter
